Title,Variable,Source_Column,Study_Index
Location Choice of Snatching Offenders in Chennai City,"Religious facilities (temples, churches, mosques) | Percentage",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,"Educational institutions (schools, colleges) | Percentage",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Marriage halls | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Jewelry shops | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,"Personal care facilities (barbershops, beauty parlors) | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Restaurants | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,"Medical facilities (hospitals, medical services) | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Home-to-crime distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Journey to crime | Distance,DISTANCE & ACCESSIBILITY VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Distance to ward centroids | Distance,DISTANCE & ACCESSIBILITY VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Transport hubs | Number,DISTANCE & ACCESSIBILITY VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Public transport usage | Percentage,DISTANCE & ACCESSIBILITY VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Ward Area | Percentage,TEMPORAL & CONTROL VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Ward Population | Number,TEMPORAL & CONTROL VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,6 million | Number,STUDY CONTEXT & GEOGRAPHY,30
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Number of Residents | Number,DEMOGRAPHIC & SOCIAL VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Age Composition | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Ethnic Composition | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Average Value of Properties | Number,ECONOMIC VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Number of Residential Properties | Number,ECONOMIC VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Residential Units | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Spatial Competition | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Euclidean Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Physical Barriers | Number,DISTANCE & ACCESSIBILITY VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Journey-to-Crime Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Spatial Competition Variable | Number,DISTANCE & ACCESSIBILITY VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Home-to-Target Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Distance between burglar's home and target address | Distance,TEMPORAL & CONTROL VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Number of residential units in postal code areas | Number,TEMPORAL & CONTROL VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Ethnic composition of population in postal code areas | Percentage,TEMPORAL & CONTROL VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,Spatial competition variable | Number,TEMPORAL & CONTROL VARIABLES,31
Modeling Micro-Level Crime Location Choice: Application of the Discrete Choice Framework to Crime at Places,91 for juveniles and 2.77 for adults; native Dutch burglars decrease choice probability by a factor of 0.92 for ethnically mixed areas. | Number,MAJOR FINDINGS & RESULTS,31
Modelling taste heterogeneity regarding offence location choices,Ethnic heterogeneity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Residential Churn | Index,DEMOGRAPHIC & SOCIAL VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Gender | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Age group | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Affluence | Number,ECONOMIC VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Number of potential targets | Number,ECONOMIC VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Number of potential targets | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Distance from the offender's home | Distance,DISTANCE & ACCESSIBILITY VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Distance from the city centre | Distance,DISTANCE & ACCESSIBILITY VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,Road network data | Distance,DISTANCE & ACCESSIBILITY VARIABLES,32
Modelling taste heterogeneity regarding offence location choices,"48 and 4.45, respectively. | Number",MODEL FIT & PERFORMANCE METRICS,32
Modelling the spatial decision making of terrorists: the discrete choice approach,Number of PIRA members | Number,DEMOGRAPHIC & SOCIAL VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Residential segregation | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Recognition as strangers | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Major Road | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Police Station | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Military Base | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,River | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Home-to-crime distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Distance to city center | Distance,DISTANCE & ACCESSIBILITY VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Euclidean distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Ghosh distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,Major thoroughfares | Binary,DISTANCE & ACCESSIBILITY VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,River as barrier | Binary,DISTANCE & ACCESSIBILITY VARIABLES,33
Modelling the spatial decision making of terrorists: the discrete choice approach,001) | Number,MODEL FIT & PERFORMANCE METRICS,33
Modelling the spatial decision making of terrorists: the discrete choice approach,"61 for distance, e  = 1.77 for major roads, e  = 13.78 for military bases or police stations. | Distance",MAJOR FINDINGS & RESULTS,33
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Population Density | Distance,DEMOGRAPHIC & SOCIAL VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Household Size/Composition | Number,DEMOGRAPHIC & SOCIAL VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Demographic Characteristics of Offenders | Number,DEMOGRAPHIC & SOCIAL VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Number of dwellings | Number,ECONOMIC VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Total number of business units | Number,ECONOMIC VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Number of business units in industry categories | Number,ECONOMIC VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Number of business units in commercial or public industries | Number,ECONOMIC VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Number of dwellings | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Total number of business units | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Number of business units in industry categories | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Number of business units in commercial or public industries | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Prior crimes | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Median Nearest Neighbor Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Temporal Filter | Number,TEMPORAL & CONTROL VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Recency of Prior Crimes | Number,TEMPORAL & CONTROL VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Spatial Unit | Number,TEMPORAL & CONTROL VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,Opportunity | Number,TEMPORAL & CONTROL VARIABLES,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,35 and 0.42 | Number,MODEL FIT & PERFORMANCE METRICS,34
Relationships Between Offenders' Crime Locations and Different Prior Activity Locations as Recorded in Police Data,22 to 235 times more likely to offend near certain activity nodes. | Number,MAJOR FINDINGS & RESULTS,34
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Residential Stability | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Single-Parent Households | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Percentage of Black Residents | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Percentage of Latino Residents | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Social Disorganization | Index,DEMOGRAPHIC & SOCIAL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Social Cohesion | Index,DEMOGRAPHIC & SOCIAL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Concentrated Disadvantage Index | Rate,ECONOMIC VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Median Income | Number,ECONOMIC VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Median Home Value | Number,ECONOMIC VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Percentage of Residents Below Poverty | Percentage,ECONOMIC VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Percentage of Unemployed | Percentage,ECONOMIC VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Percentage of Occupied Units | Percentage,ECONOMIC VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Routine Activities | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Social Cohesion | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Residential Instability | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Racial/Ethnic Heterogeneity | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Anonymity | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Home-to-crime distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Euclidean distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Distance squared | Distance,DISTANCE & ACCESSIBILITY VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Normalization of Data | Number,TEMPORAL & CONTROL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Distance Squared | Distance,TEMPORAL & CONTROL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Centering of Distance Measures | Distance,TEMPORAL & CONTROL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,Series of Models | Number,TEMPORAL & CONTROL VARIABLES,35
Relative Difference and Burglary Location: Can Ecological Characteristics of a Burglar's Home Neighborhood Predict Offense Location?,0%; distance inversely related to targeting likelihood. | Percentage,MAJOR FINDINGS & RESULTS,35
Residential burglary target selection: An analysis at the property-level using Google Street View,Collective Efficacy | Number,DEMOGRAPHIC & SOCIAL VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Social Trust | Number,DEMOGRAPHIC & SOCIAL VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Informal Social Control | Number,DEMOGRAPHIC & SOCIAL VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Wealth | Distance,ECONOMIC VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Surveillability | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Accessibility | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Ease of Escape | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Distance to nearest main road | Distance,DISTANCE & ACCESSIBILITY VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Distance to nearest street corner | Distance,DISTANCE & ACCESSIBILITY VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Number of escape routes | Number,DISTANCE & ACCESSIBILITY VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Property at end of row | Binary,DISTANCE & ACCESSIBILITY VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Number of boundaries shared with public areas | Number,DISTANCE & ACCESSIBILITY VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Property setback from street | Binary,DISTANCE & ACCESSIBILITY VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Presence of business | Binary,TEMPORAL & CONTROL VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Mixed land-use | Binary,TEMPORAL & CONTROL VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,House type | Binary,TEMPORAL & CONTROL VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,Fixed effects analysis | Number,TEMPORAL & CONTROL VARIABLES,36
Residential burglary target selection: An analysis at the property-level using Google Street View,"48), ease of escape (OR = 1.61), accessibility (OR = 1.46). | Distance",MAJOR FINDINGS & RESULTS,36
"Right place, right time? Making crime pattern theory time-specific",Home occupancy in residential neighbourhoods | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Number of cars parked on a parking lot | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Presence of locks and escape routes | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Residences | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Jobs | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Sports activities | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Shopping | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Going out | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Neighbourhoods of offenders' activity nodes | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Spatial Lags | Distance,DISTANCE & ACCESSIBILITY VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Neighbourhood Proximity | Distance,DISTANCE & ACCESSIBILITY VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Geocoded Neighbourhoods | Number,DISTANCE & ACCESSIBILITY VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Neighbourhood routinely visited at same time of day as crime event | Binary,TEMPORAL & CONTROL VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Neighbourhood routinely visited at different time of day as crime event | Binary,TEMPORAL & CONTROL VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Time of day | Binary,TEMPORAL & CONTROL VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Crime committed in neighbourhood | Binary,TEMPORAL & CONTROL VARIABLES,37
"Right place, right time? Making crime pattern theory time-specific",Pseudo-R 2 | Number,TEMPORAL & CONTROL VARIABLES,37
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Ethnic-heterogeneity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Socioeconomic heterogeneity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Population turnover | Number,DEMOGRAPHIC & SOCIAL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Residential mobility | Index,DEMOGRAPHIC & SOCIAL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Affluence | Number,ECONOMIC VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Ambient Guardianship | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Movement Potential | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Through Movement | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Activity Nodes | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Estimated Travel Time | Number,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Euclidean Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Network Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Road Network Configuration | Percentage,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Idiosyncratic Farness | Number,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Closeness Centrality | Number,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Pedestrian Travel Time | Number,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Vehicular Travel Time | Number,DISTANCE & ACCESSIBILITY VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Residential mobility | Index,TEMPORAL & CONTROL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Socioeconomic heterogeneity | Index,TEMPORAL & CONTROL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Affluence | Number,TEMPORAL & CONTROL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Ethnic heterogeneity | Index,TEMPORAL & CONTROL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,Number of dwellings | Number,TEMPORAL & CONTROL VARIABLES,38
ROLE OF THE STREET NETWORK IN BURGLARS' SPATIAL DECISION-MAKING *,"3 to 28.4 (× 10 -4 ), indicating better fit than CL and null models. | Number",MODEL FIT & PERFORMANCE METRICS,38
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Population Density | Number,DEMOGRAPHIC & SOCIAL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Ethnic Heterogeneity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Population Turnover | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Schools | Number,DEMOGRAPHIC & SOCIAL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Poverty | Percentage,ECONOMIC VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Population density | Number,ECONOMIC VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Ethnic heterogeneity | Index,ECONOMIC VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Bars | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Transit Stations | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Shopping Centers | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Pedestrian-Oriented Street Density | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Auto-Oriented Street Density | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Auto-oriented street density | Distance,DISTANCE & ACCESSIBILITY VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Pedestrian-oriented street density | Distance,DISTANCE & ACCESSIBILITY VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Spatial Lag Operator | Number,TEMPORAL & CONTROL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Solo Crime Rate | Rate,TEMPORAL & CONTROL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Population Density | Number,TEMPORAL & CONTROL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Racial/Ethnic Heterogeneity | Index,TEMPORAL & CONTROL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Population Turnover | Percentage,TEMPORAL & CONTROL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,Poverty | Percentage,TEMPORAL & CONTROL VARIABLES,39
Situating Crime Pattern Theory Into The Explanation Of Co-Offending: Considering Area-Level Convergence Spaces,2%; each unit increase in pedestrian-oriented street density increases group crime rate by 2.8%. | Percentage,MAJOR FINDINGS & RESULTS,39
Spatial analysis with preference specification of latent decision makers for criminal event prediction,P.CARE.PH | Number,ECONOMIC VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,FAM.DENSITY | Density,ECONOMIC VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,D.HIGHWAY | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,40
